sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
1618,A clock that is on the side of a tower.,1,AI-Generated,4,DALLE3,train
1619,A clock that is on the side of a tower.,1,AI-Generated,5,Midjourney,train
1620,a man sitting on a bench looking a bit like forrest gump ,0,Real,0,Real,train
1621,a man sitting on a bench looking a bit like forrest gump ,1,AI-Generated,1,SD21,train
1622,a man sitting on a bench looking a bit like forrest gump ,1,AI-Generated,2,SDXL,train
1623,a man sitting on a bench looking a bit like forrest gump ,1,AI-Generated,3,SD3,train
1624,a man sitting on a bench looking a bit like forrest gump ,1,AI-Generated,4,DALLE3,train
1625,a man sitting on a bench looking a bit like forrest gump ,1,AI-Generated,5,Midjourney,train
1626,A man drying a pan with a dish towel.,0,Real,0,Real,train
1627,A man drying a pan with a dish towel.,1,AI-Generated,1,SD21,train
1628,A man drying a pan with a dish towel.,1,AI-Generated,2,SDXL,train
1629,A man drying a pan with a dish towel.,1,AI-Generated,3,SD3,train
1630,A man drying a pan with a dish towel.,1,AI-Generated,4,DALLE3,train
1631,A man drying a pan with a dish towel.,1,AI-Generated,5,Midjourney,train
1632,A white sink sitting under a mirror next to a toilet.,0,Real,0,Real,train
1633,A white sink sitting under a mirror next to a toilet.,1,AI-Generated,1,SD21,train
1634,A white sink sitting under a mirror next to a toilet.,1,AI-Generated,2,SDXL,train
1635,A white sink sitting under a mirror next to a toilet.,1,AI-Generated,3,SD3,train
1636,A white sink sitting under a mirror next to a toilet.,1,AI-Generated,4,DALLE3,train
1637,A white sink sitting under a mirror next to a toilet.,1,AI-Generated,5,Midjourney,train
1638,"A red and white bus sits in front of a large, stone house.",0,Real,0,Real,train
1639,"A red and white bus sits in front of a large, stone house.",1,AI-Generated,1,SD21,train
1640,"A red and white bus sits in front of a large, stone house.",1,AI-Generated,2,SDXL,train
1641,"A red and white bus sits in front of a large, stone house.",1,AI-Generated,3,SD3,train
1642,"A red and white bus sits in front of a large, stone house.",1,AI-Generated,4,DALLE3,train
1643,"A red and white bus sits in front of a large, stone house.",1,AI-Generated,5,Midjourney,train
1644,A close up of two street sings above the back of a stop sign.,0,Real,0,Real,train
1645,A close up of two street sings above the back of a stop sign.,1,AI-Generated,1,SD21,train
1646,A close up of two street sings above the back of a stop sign.,1,AI-Generated,2,SDXL,train
1647,A close up of two street sings above the back of a stop sign.,1,AI-Generated,3,SD3,train
1648,A close up of two street sings above the back of a stop sign.,1,AI-Generated,4,DALLE3,train
1649,A close up of two street sings above the back of a stop sign.,1,AI-Generated,5,Midjourney,train
1650,a traffic light hanging over a city street ,0,Real,0,Real,train
1651,a traffic light hanging over a city street ,1,AI-Generated,1,SD21,train
1652,a traffic light hanging over a city street ,1,AI-Generated,2,SDXL,train
1653,a traffic light hanging over a city street ,1,AI-Generated,3,SD3,train
1654,a traffic light hanging over a city street ,1,AI-Generated,4,DALLE3,train
1655,a traffic light hanging over a city street ,1,AI-Generated,5,Midjourney,train
1656,A woman taking a selfie in front of a large mirror.,0,Real,0,Real,train
1657,A woman taking a selfie in front of a large mirror.,1,AI-Generated,1,SD21,train
1658,A woman taking a selfie in front of a large mirror.,1,AI-Generated,2,SDXL,train
1659,A woman taking a selfie in front of a large mirror.,1,AI-Generated,3,SD3,train
1660,A woman taking a selfie in front of a large mirror.,1,AI-Generated,4,DALLE3,train
1661,A woman taking a selfie in front of a large mirror.,1,AI-Generated,5,Midjourney,train
1662,An old man smiling while sitting on a bench.,0,Real,0,Real,train
1663,An old man smiling while sitting on a bench.,1,AI-Generated,1,SD21,train
1664,An old man smiling while sitting on a bench.,1,AI-Generated,2,SDXL,train
1665,An old man smiling while sitting on a bench.,1,AI-Generated,3,SD3,train
1666,An old man smiling while sitting on a bench.,1,AI-Generated,4,DALLE3,train
1667,An old man smiling while sitting on a bench.,1,AI-Generated,5,Midjourney,train
1668,A man sitting in a chair holding a yellow umbrella.,0,Real,0,Real,train
1669,A man sitting in a chair holding a yellow umbrella.,1,AI-Generated,1,SD21,train
1670,A man sitting in a chair holding a yellow umbrella.,1,AI-Generated,2,SDXL,train
1671,A man sitting in a chair holding a yellow umbrella.,1,AI-Generated,3,SD3,train
1672,A man sitting in a chair holding a yellow umbrella.,1,AI-Generated,4,DALLE3,train
1673,A man sitting in a chair holding a yellow umbrella.,1,AI-Generated,5,Midjourney,train
1674,there are two giraffes standing very close to each other,0,Real,0,Real,train
1675,there are two giraffes standing very close to each other,1,AI-Generated,1,SD21,train
1676,there are two giraffes standing very close to each other,1,AI-Generated,2,SDXL,train
1677,there are two giraffes standing very close to each other,1,AI-Generated,3,SD3,train
1678,there are two giraffes standing very close to each other,1,AI-Generated,4,DALLE3,train
1679,there are two giraffes standing very close to each other,1,AI-Generated,5,Midjourney,train
1680,A fire hydrant that has some writing on it.,0,Real,0,Real,train
1681,A fire hydrant that has some writing on it.,1,AI-Generated,1,SD21,train
1682,A fire hydrant that has some writing on it.,1,AI-Generated,2,SDXL,train
1683,A fire hydrant that has some writing on it.,1,AI-Generated,3,SD3,train
1684,A fire hydrant that has some writing on it.,1,AI-Generated,4,DALLE3,train
1685,A fire hydrant that has some writing on it.,1,AI-Generated,5,Midjourney,train
1686,A nice spacious bathroom with light brown tile.,0,Real,0,Real,train
1687,A nice spacious bathroom with light brown tile.,1,AI-Generated,1,SD21,train
1688,A nice spacious bathroom with light brown tile.,1,AI-Generated,2,SDXL,train
1689,A nice spacious bathroom with light brown tile.,1,AI-Generated,3,SD3,train
1690,A nice spacious bathroom with light brown tile.,1,AI-Generated,4,DALLE3,train
1691,A nice spacious bathroom with light brown tile.,1,AI-Generated,5,Midjourney,train
1692,a road that has a big red stop sign by it,0,Real,0,Real,train
1693,a road that has a big red stop sign by it,1,AI-Generated,1,SD21,train
1694,a road that has a big red stop sign by it,1,AI-Generated,2,SDXL,train
1695,a road that has a big red stop sign by it,1,AI-Generated,3,SD3,train
1696,a road that has a big red stop sign by it,1,AI-Generated,4,DALLE3,train
1697,a road that has a big red stop sign by it,1,AI-Generated,5,Midjourney,train
1698,A whole bunch of traffic stop signs huddled together.,0,Real,0,Real,train
1699,A whole bunch of traffic stop signs huddled together.,1,AI-Generated,1,SD21,train
1700,A whole bunch of traffic stop signs huddled together.,1,AI-Generated,2,SDXL,train
1701,A whole bunch of traffic stop signs huddled together.,1,AI-Generated,3,SD3,train
1702,A whole bunch of traffic stop signs huddled together.,1,AI-Generated,4,DALLE3,train
1703,A whole bunch of traffic stop signs huddled together.,1,AI-Generated,5,Midjourney,train
1704,A flock of birds standing on top of a body of water.,0,Real,0,Real,train
1705,A flock of birds standing on top of a body of water.,1,AI-Generated,1,SD21,train
1706,A flock of birds standing on top of a body of water.,1,AI-Generated,2,SDXL,train
1707,A flock of birds standing on top of a body of water.,1,AI-Generated,3,SD3,train
1708,A flock of birds standing on top of a body of water.,1,AI-Generated,4,DALLE3,train
1709,A flock of birds standing on top of a body of water.,1,AI-Generated,5,Midjourney,train
1710,A man walking behind a row of parked cars holding an umbrella.,0,Real,0,Real,train
1711,A man walking behind a row of parked cars holding an umbrella.,1,AI-Generated,1,SD21,train
1712,A man walking behind a row of parked cars holding an umbrella.,1,AI-Generated,2,SDXL,train
1713,A man walking behind a row of parked cars holding an umbrella.,1,AI-Generated,3,SD3,train
1714,A man walking behind a row of parked cars holding an umbrella.,1,AI-Generated,4,DALLE3,train
1715,A man walking behind a row of parked cars holding an umbrella.,1,AI-Generated,5,Midjourney,train
1716,a man and a woman sitting on a bench in front of a building,0,Real,0,Real,train
1717,a man and a woman sitting on a bench in front of a building,1,AI-Generated,1,SD21,train
1718,a man and a woman sitting on a bench in front of a building,1,AI-Generated,2,SDXL,train
1719,a man and a woman sitting on a bench in front of a building,1,AI-Generated,3,SD3,train
1720,a man and a woman sitting on a bench in front of a building,1,AI-Generated,4,DALLE3,train
1721,a man and a woman sitting on a bench in front of a building,1,AI-Generated,5,Midjourney,train
1722,A freeway sign at freeway entrance detailing 3 freeway options.,0,Real,0,Real,train
1723,A freeway sign at freeway entrance detailing 3 freeway options.,1,AI-Generated,1,SD21,train
1724,A freeway sign at freeway entrance detailing 3 freeway options.,1,AI-Generated,2,SDXL,train
1725,A freeway sign at freeway entrance detailing 3 freeway options.,1,AI-Generated,3,SD3,train
1726,A freeway sign at freeway entrance detailing 3 freeway options.,1,AI-Generated,4,DALLE3,train
1727,A freeway sign at freeway entrance detailing 3 freeway options.,1,AI-Generated,5,Midjourney,train
1728,A person on a motor bike doing a wheelie jump,0,Real,0,Real,train
1729,A person on a motor bike doing a wheelie jump,1,AI-Generated,1,SD21,train
1730,A person on a motor bike doing a wheelie jump,1,AI-Generated,2,SDXL,train
1731,A person on a motor bike doing a wheelie jump,1,AI-Generated,3,SD3,train
1732,A person on a motor bike doing a wheelie jump,1,AI-Generated,4,DALLE3,train
1733,A person on a motor bike doing a wheelie jump,1,AI-Generated,5,Midjourney,train
1734,A group of people walking across a crosswalk.,0,Real,0,Real,train
1735,A group of people walking across a crosswalk.,1,AI-Generated,1,SD21,train
1736,A group of people walking across a crosswalk.,1,AI-Generated,2,SDXL,train
1737,A group of people walking across a crosswalk.,1,AI-Generated,3,SD3,train
1738,A group of people walking across a crosswalk.,1,AI-Generated,4,DALLE3,train
1739,A group of people walking across a crosswalk.,1,AI-Generated,5,Midjourney,train
1740,A large mirror above a sink in a bathroom.,0,Real,0,Real,train
1741,A large mirror above a sink in a bathroom.,1,AI-Generated,1,SD21,train
1742,A large mirror above a sink in a bathroom.,1,AI-Generated,2,SDXL,train
1743,A large mirror above a sink in a bathroom.,1,AI-Generated,3,SD3,train
1744,A large mirror above a sink in a bathroom.,1,AI-Generated,4,DALLE3,train
1745,A large mirror above a sink in a bathroom.,1,AI-Generated,5,Midjourney,train
1746,Two sings that are in a bathroom underneath a mirror.,0,Real,0,Real,train
1747,Two sings that are in a bathroom underneath a mirror.,1,AI-Generated,1,SD21,train
1748,Two sings that are in a bathroom underneath a mirror.,1,AI-Generated,2,SDXL,train
1749,Two sings that are in a bathroom underneath a mirror.,1,AI-Generated,3,SD3,train
1750,Two sings that are in a bathroom underneath a mirror.,1,AI-Generated,4,DALLE3,train
1751,Two sings that are in a bathroom underneath a mirror.,1,AI-Generated,5,Midjourney,train
1752,A picture of a group of fighter jets flying together.,0,Real,0,Real,train
1753,A picture of a group of fighter jets flying together.,1,AI-Generated,1,SD21,train
1754,A picture of a group of fighter jets flying together.,1,AI-Generated,2,SDXL,train
1755,A picture of a group of fighter jets flying together.,1,AI-Generated,3,SD3,train
1756,A picture of a group of fighter jets flying together.,1,AI-Generated,4,DALLE3,train
1757,A picture of a group of fighter jets flying together.,1,AI-Generated,5,Midjourney,train
1758,The fire hydrant is across the street from street lamps. ,0,Real,0,Real,train
1759,The fire hydrant is across the street from street lamps. ,1,AI-Generated,1,SD21,train
1760,The fire hydrant is across the street from street lamps. ,1,AI-Generated,2,SDXL,train
1761,The fire hydrant is across the street from street lamps. ,1,AI-Generated,3,SD3,train
1762,The fire hydrant is across the street from street lamps. ,1,AI-Generated,4,DALLE3,train
1763,The fire hydrant is across the street from street lamps. ,1,AI-Generated,5,Midjourney,train
1764,A bus on a divided street near a stop light.,0,Real,0,Real,train
1765,A bus on a divided street near a stop light.,1,AI-Generated,1,SD21,train
1766,A bus on a divided street near a stop light.,1,AI-Generated,2,SDXL,train
1767,A bus on a divided street near a stop light.,1,AI-Generated,3,SD3,train
1768,A bus on a divided street near a stop light.,1,AI-Generated,4,DALLE3,train
1769,A bus on a divided street near a stop light.,1,AI-Generated,5,Midjourney,train
1770,A cat laying down on a wooden table in a park.,0,Real,0,Real,train
1771,A cat laying down on a wooden table in a park.,1,AI-Generated,1,SD21,train
1772,A cat laying down on a wooden table in a park.,1,AI-Generated,2,SDXL,train
1773,A cat laying down on a wooden table in a park.,1,AI-Generated,3,SD3,train
1774,A cat laying down on a wooden table in a park.,1,AI-Generated,4,DALLE3,train
1775,A cat laying down on a wooden table in a park.,1,AI-Generated,5,Midjourney,train
1776,A double decker bus driving while it snows.,0,Real,0,Real,train
1777,A double decker bus driving while it snows.,1,AI-Generated,1,SD21,train
1778,A double decker bus driving while it snows.,1,AI-Generated,2,SDXL,train
1779,A double decker bus driving while it snows.,1,AI-Generated,3,SD3,train
1780,A double decker bus driving while it snows.,1,AI-Generated,4,DALLE3,train
